image,image_path,elapsed_s,phase,packets,time,lat,lon,alt_m,speed,heading,velocity_down,pressure,temperature,violet,blue,green,yellow,orange,red,brightness_mean,contrast_std,sharpness_edge_var,saturation_mean,clipped_high_fraction,clipped_low_fraction,width_px,height_px,phash,sample_reason,sampling_raw_count,segment_id,spatial_block,split,image_url,assignment_type
img_003402.jpg,frames/launching/img_003402.jpg,3402,Launching,3201.0,3202.0,36.9346,-111.415,4943.05,,-44.927,,8.22628,2.13,6601.64,7846.7,7224.15,6802.37,7856.65,7460.31,0.4786188006401062,0.1496706455945968,0.0244000870734453,0.2593260109424591,0.0001439525462962,0.0002018229166666,1280,1080,cb6bb5d42aa9548a,perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003402.jpg,production
img_003462.jpg,frames/launching/img_003462.jpg,3462,Launching,3261.0,3262.0,36.9337,-111.411,5265.24,,-10.8491,,7.90569,-1.95,7109.37,7732.25,7747.54,6893.79,7913.54,6924.7,0.4896619915962219,0.1243632584810257,0.0198946669697761,0.2237863093614578,5.208333333333334e-05,9.186921296296296e-05,1280,1080,e5f26a636c627162,perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003462.jpg,production
img_003522.jpg,frames/launching/img_003522.jpg,3522,Launching,3321.0,3322.0,36.9326,-111.407,5581.72,,36.7613,,7.598,-3.06,9598.79,11244.0,10905.3,9763.44,9522.75,9009.76,0.5106176137924194,0.1107187643647193,0.0190465357154607,0.205805167555809,4.9189814814814815e-05,2.6765046296296297e-05,1280,1080,d47c86da4b25c6c9,perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003522.jpg,qualification
img_003582.jpg,frames/launching/img_003582.jpg,3582,Launching,3381.0,3382.0,36.9319,-111.402,5883.6,,85.972,,7.30713,-6.34,13648.6,15323.6,14020.6,12724.5,13164.9,13696.4,0.4872151613235473,0.1083321049809455,0.0194762963801622,0.2186409533023834,5.3530092592592594e-05,3.7615740740740744e-05,1280,1080,d73f686187cec490,perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003582.jpg,production
img_003642.jpg,frames/launching/img_003642.jpg,3642,Launching,3441.0,3442.0,36.9327,-111.397,6204.71,,143.165,,7.01481,-8.65,7348.23,9283.98,8459.8,8170.15,8386.54,7851.89,0.5245726108551025,0.1082154363393783,0.0185746736824512,0.1878470033407211,2.0978009259259258e-05,7.233796296296296e-05,1280,1080,8060fe05fd597f03,perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003642.jpg,production
img_003702.jpg,frames/launching/img_003702.jpg,3702,Launching,3501.0,3502.0,36.9353,-111.389,6536.95,,91.5591,,6.72147,-12.45,14312.4,16884.2,13855.0,12672.3,13360.2,13326.2,0.4979694783687591,0.1039051860570907,0.0187681298702955,0.2026970535516739,4.267939814814815e-05,2.4594907407407408e-05,1280,1080,d760471d7364c993,distance+perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003702.jpg,production
img_003762.jpg,frames/launching/img_003762.jpg,3762,Launching,3561.0,3562.0,36.9384,-111.382,6880.89,,112.556,,6.42567,-14.41,12906.8,17289.1,13053.7,11866.1,12422.7,14874.5,0.5225297212600708,0.0970982834696769,0.0167991016060113,0.1931457221508026,3.1105324074074076e-05,8.680555555555556e-06,1280,1080,dc270e589366ce35,distance+perceptual,21216,seg_0001,822:-1983,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003762.jpg,production
img_003822.jpg,frames/launching/img_003822.jpg,3822,Launching,3621.0,3622.0,36.9427,-111.373,7212.59,,-152.304,,6.14597,-16.96,7483.87,8560.93,7785.81,7363.06,8612.42,7871.02,0.5432437062263489,0.1309474408626556,0.0194629393517971,0.2336017042398452,0.0004694733796296,2.242476851851852e-05,1280,1080,c69b3649caa4a55b,distance+perceptual,21216,seg_0001,822:-1982,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003822.jpg,production
img_003882.jpg,frames/launching/img_003882.jpg,3882,Launching,3681.0,3682.0,36.9461,-111.361,7539.69,,-45.127,,5.88598,-19.33,7415.45,6983.89,7417.2,6381.84,7317.41,6092.03,0.4766058623790741,0.1520848274230957,0.0262474454939365,0.2774520218372345,0.0004079861111111,0.0001005497685185,1280,1080,e6b35ca319330d47,distance+perceptual,21216,seg_0001,822:-1982,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003882.jpg,calibration
img_003942.jpg,frames/launching/img_003942.jpg,3942,Launching,3741.0,3742.0,36.9492,-111.349,7853.87,,-13.197,,5.64064,-20.41,7124.97,7506.64,8067.89,6695.28,6998.97,6057.14,0.4758775532245636,0.1585632264614105,0.0289043672382831,0.3019349873065948,0.0006315104166666,7.8125e-05,1280,1080,ec89c6f43f874131,distance+perceptual,21216,seg_0002,822:-1982,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003942.jpg,production
img_004002.jpg,frames/launching/img_004002.jpg,4002,Launching,3801.0,3802.0,36.9491,-111.334,8170.94,,-119.793,,5.40603,-21.94,7296.62,7117.05,6917.12,6145.9,7671.53,6779.54,0.530519425868988,0.1654133200645446,0.0254567004740238,0.2894149720668793,0.0011942997685185,3.5445601851851854e-05,1280,1080,d8cb8979878cb546,distance+perceptual,21216,seg_0002,822:-1981,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004002.jpg,production
img_004062.jpg,frames/launching/img_004062.jpg,4062,Launching,3861.0,3862.0,36.9485,-111.317,8491.27,,-153.481,,5.17911,-21.54,7033.75,7425.2,7355.62,6494.16,7537.35,6844.81,0.5519963502883911,0.167914941906929,0.0262987948954105,0.2853496670722961,0.001484375,3.833912037037037e-05,1280,1080,86a1f97e9ed16026,distance+perceptual,21216,seg_0002,822:-1981,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004062.jpg,production
img_004122.jpg,frames/launching/img_004122.jpg,4122,Launching,3921.0,3922.0,36.9462,-111.298,8817.66,,-96.5484,,4.95494,-25.84,7834.35,8885.59,8210.17,7539.8,8327.94,7549.21,0.5124553442001343,0.1313577145338058,0.0202874820679426,0.2434974908828735,0.0004615162037037,4.774305555555556e-05,1280,1080,d5b959e160051f1f,distance+perceptual,21216,seg_0002,822:-1981,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004122.jpg,production
img_004182.jpg,frames/launching/img_004182.jpg,4182,Launching,3981.0,3982.0,36.9425,-111.277,9138.13,,-100.275,,4.74005,-28.42,8018.0,8516.91,8285.06,7436.2,8744.04,7828.27,0.5203317403793335,0.1220659092068672,0.0205583833158016,0.2421850115060806,0.000187355324074,2.3148148148148147e-05,1280,1080,d5bf7f14221035c9,distance+perceptual,21216,seg_0002,822:-1981,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004182.jpg,production
img_004242.jpg,frames/launching/img_004242.jpg,4242,Launching,4041.0,4042.0,36.9383,-111.253,9468.74,,-45.0531,,4.52849,-30.53,6860.91,6191.52,6350.46,5280.47,6099.69,5079.31,0.4501901566982269,0.1730705052614212,0.028817618265748,0.3846581578254699,0.0001866319444444,7.30613425925926e-05,1280,1080,f4e38eb861eec888,distance+perceptual,21216,seg_0002,822:-1980,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004242.jpg,production
img_004302.jpg,frames/launching/img_004302.jpg,4302,Launching,4101.0,4102.0,36.9353,-111.231,9810.64,,43.5852,,4.3181,-32.35,11791.7,12010.0,11298.9,10101.3,11005.4,10471.4,0.5010225772857666,0.1405787616968155,0.0271933544427156,0.2680426836013794,0.0002756076388888,3.1105324074074076e-05,1280,1080,d1fc0f30fc03be28,distance+perceptual,21216,seg_0002,822:-1980,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004302.jpg,production
img_004362.jpg,frames/launching/img_004362.jpg,4362,Launching,4161.0,4162.0,36.9329,-111.209,10159.3,,116.153,,4.10785,-35.6,13156.5,15007.8,13749.4,12088.9,12887.2,14988.1,0.4862662851810455,0.1454114317893982,0.0347660928964614,0.2731894850730896,0.00017578125,9.403935185185184e-05,1280,1080,d445231ae5bc2ed3,distance+perceptual,21216,seg_0002,822:-1980,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004362.jpg,production
img_004422.jpg,frames/launching/img_004422.jpg,4422,Launching,4221.0,4222.0,36.9323,-111.186,10519.7,,138.416,,3.9005,-38.54,9147.48,10919.3,9820.26,9653.74,10156.2,9132.41,0.5052395462989807,0.1332657188177108,0.0316726379096508,0.2520536184310913,0.0001056134259259,5.931712962962963e-05,1280,1080,8216738d4bc6cdd3,distance+perceptual,21216,seg_0003,822:-1979,test,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004422.jpg,qualification
img_004482.jpg,frames/launching/img_004482.jpg,4482,Launching,4281.0,4282.0,36.9337,-111.164,10885.3,,88.3891,,3.69953,-40.0,16372.1,18970.7,15073.2,14243.8,15262.4,14723.7,0.4827072620391845,0.1527413427829742,0.0368606969714164,0.3000047206878662,0.0001085069444444,9.403935185185184e-05,1280,1080,d5431d127bb56474,distance+perceptual,21216,seg_0003,822:-1979,test,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004482.jpg,calibration
img_004542.jpg,frames/launching/img_004542.jpg,4542,Launching,4341.0,4342.0,36.9359,-111.14,11257.2,,0.406876,,3.50334,-45.49,9680.41,9113.39,10838.7,8712.57,9504.06,7808.01,0.4290854334831238,0.1893855035305023,0.0436302684247493,0.4274183809757232,0.0001598668981481,0.0002633101851851,1280,1080,c30f61b0f0f07e2e,distance+perceptual,21216,seg_0004,822:-1978,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004542.jpg,production
img_004602.jpg,frames/launching/img_004602.jpg,4602,Launching,4401.0,4402.0,36.9349,-111.117,11623.4,,-10.391,,3.31557,-47.3,8925.42,8479.5,9281.9,7484.08,8608.17,7491.82,0.405134916305542,0.1911150962114334,0.0398725196719169,0.4776113033294678,0.0002235243055555,0.0002741608796296,1280,1080,c46038db79bd7918,distance+perceptual,21216,seg_0004,822:-1978,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004602.jpg,production
img_004662.jpg,frames/launching/img_004662.jpg,4662,Launching,4461.0,4462.0,36.9331,-111.094,11997.7,,23.7519,,3.13432,-50.18,10706.7,11360.7,11912.1,10239.7,10106.1,9320.33,0.4060559570789337,0.1838098168373108,0.043353259563446,0.482642650604248,0.0001938657407407,0.0001750578703703,1280,1080,de2e2581d3d0787c,distance+perceptual,21216,seg_0004,822:-1978,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004662.jpg,production
img_004722.jpg,frames/launching/img_004722.jpg,4722,Launching,4521.0,4522.0,36.9314,-111.071,12380.2,,103.168,,2.95814,-50.28,14102.3,19552.9,13948.2,13549.0,13839.1,15484.4,0.4856680035591125,0.18933966755867,0.0523238219320774,0.3675766885280609,0.0003682002314814,0.0001208043981481,1280,1080,d30f99130b4f7d30,distance+perceptual,21216,seg_0004,822:-1977,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004722.jpg,production
img_004782.jpg,frames/launching/img_004782.jpg,4782,Launching,4581.0,4582.0,36.93,-111.047,12776.7,,147.778,,2.78458,-53.5,7647.11,9959.7,7599.42,8188.44,9054.84,8276.11,0.5156462788581848,0.188090369105339,0.0511059798300266,0.3426556289196014,0.00041015625,0.0001323784722222,1280,1080,807b0dce2e00ffd3,distance+perceptual,21216,seg_0004,822:-1977,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004782.jpg,production
img_004842.jpg,frames/launching/img_004842.jpg,4842,Launching,4641.0,4642.0,36.9279,-111.024,13162.0,,175.733,,2.62015,-53.95,6660.46,7935.84,6308.03,6158.09,7944.96,7986.92,0.5224981307983398,0.1899395287036895,0.0456513203680515,0.3591851890087127,0.0004224537037037,6.799768518518518e-05,1280,1080,82e17f837ce7600e,distance+perceptual,21216,seg_0004,822:-1976,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004842.jpg,calibration
img_004902.jpg,frames/launching/img_004902.jpg,4902,Launching,4701.0,4702.0,36.9259,-111.001,13535.5,,174.939,,2.47138,-57.03,6958.13,7209.5,7601.09,6405.35,7358.18,6877.44,0.5251095294952393,0.1897726058959961,0.0449345745146274,0.3676809072494507,0.000357349537037,3.255208333333333e-05,1280,1080,9ecf709c430cf714,distance+perceptual,21216,seg_0004,822:-1976,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004902.jpg,production
img_004962.jpg,frames/launching/img_004962.jpg,4962,Launching,4761.0,4762.0,36.9255,-110.98,13891.0,,176.66,,2.33667,-58.85,7983.19,7853.3,8592.93,7491.05,8158.11,6811.05,0.5330004096031189,0.1917072981595993,0.0456791259348392,0.3660962283611297,0.0003725405092592,2.4594907407407408e-05,1280,1080,b18946b34ca3e53d,distance+perceptual,21216,seg_0004,822:-1976,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_004962.jpg,production
img_005022.jpg,frames/launching/img_005022.jpg,5022,Launching,4821.0,4822.0,36.9272,-110.96,14249.2,,166.828,,2.20617,-61.57,7998.79,9419.34,8562.14,8525.38,9173.73,8037.56,0.5297242403030396,0.1905036121606826,0.0457073561847209,0.3680089116096496,0.0003472222222222,4.050925925925926e-05,1280,1080,a49a59f659a4c933,distance+perceptual,21216,seg_0005,822:-1975,validation,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005022.jpg,production
img_005084.jpg,frames/launching/img_005084.jpg,5084,Launching,4883.0,4884.0,36.9282,-110.938,14616.7,,31.5976,,2.07248,-62.44,9861.66,10804.9,11376.3,9898.39,9311.3,8650.81,0.4266784191131592,0.1528549790382385,0.0394433885812759,0.4253340661525726,0.0001793981481481,6.655092592592593e-05,1280,1080,dc23b78c6c27c037,distance+perceptual,21216,seg_0005,822:-1975,validation,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005084.jpg,production
img_005144.jpg,frames/launching/img_005144.jpg,5144,Launching,4943.0,4944.0,36.9304,-110.918,14968.1,,-175.091,,1.95895,-63.16,7392.64,8489.4,7378.92,7097.52,8361.91,7776.5,0.538898766040802,0.1834466457366943,0.0452793091535568,0.3400170803070068,0.0004065393518518,2.9658564814814815e-05,1280,1080,9aa11503ecfc82df,distance+perceptual,21216,seg_0006,822:-1975,validation,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005144.jpg,production
img_005204.jpg,frames/launching/img_005204.jpg,5204,Launching,5003.0,5004.0,36.9339,-110.899,15312.8,,-66.6793,,1.85092,-66.82,7663.91,7290.94,7566.97,6739.68,7789.56,6879.69,0.4616493880748749,0.1744690835475921,0.0318148545920848,0.4407358467578888,0.0003761574074074,5.063657407407407e-06,1280,1080,dbe8a0b3a2827e56,distance+perceptual,21216,seg_0007,822:-1974,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005204.jpg,production
img_005264.jpg,frames/launching/img_005264.jpg,5264,Launching,5063.0,5064.0,36.9386,-110.88,15669.5,,-26.4044,,1.74623,-67.53,7411.85,7513.24,7678.47,6822.39,7850.7,7082.23,0.4580163955688476,0.1223704442381858,0.0185830853879451,0.3664411902427673,0.0001215277777777,5.787037037037037e-06,1280,1080,cd6e73286bf0b910,distance+perceptual,21216,seg_0007,822:-1974,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005264.jpg,production
img_005324.jpg,frames/launching/img_005324.jpg,5324,Launching,5123.0,5124.0,36.9413,-110.862,16038.0,,5.91831,,1.64473,-68.05,7528.28,7625.49,8080.37,7181.1,8104.61,7076.61,0.4239414632320404,0.0875820145010948,0.0114924302324652,0.3392816185951233,3.90625e-05,3.616898148148148e-06,1280,1080,d11b228f07691b6f,distance+perceptual,21216,seg_0008,822:-1973,validation,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005324.jpg,calibration
img_005384.jpg,frames/launching/img_005384.jpg,5384,Launching,5183.0,5184.0,36.9424,-110.843,16398.2,,152.733,,1.55092,-67.16,7835.55,8457.49,8771.0,8223.26,8584.39,7353.42,0.5174761414527893,0.1385437697172165,0.0342542305588722,0.2855484783649444,9.620949074074074e-05,1.3020833333333334e-05,1280,1080,a31d4df625791235,distance+perceptual,21216,seg_0008,822:-1973,validation,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005384.jpg,production
img_005444.jpg,frames/launching/img_005444.jpg,5444,Launching,5243.0,5244.0,36.9418,-110.829,16746.5,,-78.5344,,1.46377,-66.46,7953.18,7803.78,8349.96,7547.64,8721.96,7407.43,0.4425399303436279,0.1200659945607185,0.0149563020095229,0.3817345201969147,0.000109230324074,5.063657407407407e-06,1280,1080,caee28b436be3aa0,distance+perceptual,21216,seg_0008,822:-1973,validation,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005444.jpg,production
img_005504.jpg,frames/launching/img_005504.jpg,5504,Launching,5303.0,5304.0,36.9412,-110.82,17080.7,,35.8603,,1.38649,-66.22,10291.4,10479.1,11925.4,10367.7,10140.9,9054.77,0.4327830672264099,0.0920988917350769,0.0112419528886675,0.3602246642112732,5.787037037037037e-06,7.233796296296296e-07,1280,1080,d2163a79b1087de9,distance+perceptual,21216,seg_0009,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005504.jpg,production
img_005564.jpg,frames/launching/img_005564.jpg,5564,Launching,5363.0,5364.0,36.9407,-110.816,17464.3,,46.5376,,1.30224,-68.36,12816.8,11600.6,13276.7,11476.9,11126.9,9940.33,0.4458838701248169,0.1013449877500534,0.0143327936530113,0.3353133499622345,6.510416666666667e-06,0.0,1280,1080,d31b36795835b852,perceptual,21216,seg_0009,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005564.jpg,qualification
img_005624.jpg,frames/launching/img_005624.jpg,5624,Launching,5423.0,5424.0,36.939,-110.814,17838.6,,37.3288,,1.2251,-63.75,10616.6,10800.5,12415.5,10823.0,10411.0,9410.34,0.4334305822849273,0.0970322862267494,0.0126945916563272,0.368536114692688,5.063657407407407e-06,0.0,1280,1080,df13396cb00c76ac,perceptual,21216,seg_0009,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005624.jpg,production
img_005684.jpg,frames/launching/img_005684.jpg,5684,Launching,5483.0,5484.0,36.9387,-110.816,18189.2,,-136.601,,1.15681,-66.11,7833.15,8190.06,8520.54,7922.89,9280.73,8008.3,0.5353555679321289,0.1366990059614181,0.0272479634732007,0.2997485995292663,0.000148292824074,6.510416666666667e-06,1280,1080,8bad7f9c05d64630,perceptual,21216,seg_0009,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005684.jpg,production
img_005744.jpg,frames/launching/img_005744.jpg,5744,Launching,5543.0,5544.0,36.9407,-110.814,18500.3,,-163.259,,1.1004,-62.03,7668.71,8409.06,8453.97,7959.46,9137.21,8051.06,0.5457475781440735,0.1226079985499382,0.0286533329635858,0.262857437133789,0.0001302083333333,1.4467592592592592e-06,1280,1080,82a672cd6d867696,perceptual,21216,seg_0010,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005744.jpg,production
img_005804.jpg,frames/launching/img_005804.jpg,5804,Launching,5603.0,5604.0,36.9422,-110.812,18802.9,,-104.572,,1.04893,-57.39,8254.46,8150.44,8622.05,7879.36,9341.87,7944.16,0.4856946766376495,0.1286858767271042,0.0187348909676074,0.3613142073154449,0.0001511863425925,2.170138888888889e-06,1280,1080,cacaada2a39da4a9,perceptual,21216,seg_0010,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005804.jpg,production
img_005864.jpg,frames/launching/img_005864.jpg,5864,Launching,5663.0,5664.0,36.9445,-110.811,19113.2,,-77.3857,,0.99963,-61.12,8374.48,8073.41,8679.47,7752.24,9155.9,7742.75,0.4742403626441955,0.117323413491249,0.016784880310297,0.3464901149272918,0.0001251446759259,2.8935185185185184e-06,1280,1080,ebec2ea82631962b,perceptual,21216,seg_0010,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005864.jpg,production
img_005924.jpg,frames/launching/img_005924.jpg,5924,Launching,5723.0,5724.0,36.949,-110.809,19454.5,,81.8319,,0.94685,-58.35,15275.0,17483.9,15445.1,14458.0,14105.8,14552.7,0.4765818119049072,0.113644503057003,0.0204063672572374,0.3303014636039734,1.3744212962962965e-05,1.4467592592592592e-06,1280,1080,c40d2f53535662ee,distance+perceptual,21216,seg_0010,822:-1972,train,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005924.jpg,production
