image,image_url,elapsed_s,phase,segment_id,spatial_block,split,assignment_type
img_003822.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_003822.jpg,3822,Launching,seg_0001,822:-1982,train,production
img_005022.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005022.jpg,5022,Launching,seg_0005,822:-1975,validation,production
img_005084.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005084.jpg,5084,Launching,seg_0005,822:-1975,validation,production
img_005144.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005144.jpg,5144,Launching,seg_0006,822:-1975,validation,production
img_005504.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005504.jpg,5504,Launching,seg_0009,822:-1972,train,production
img_005624.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005624.jpg,5624,Launching,seg_0009,822:-1972,train,production
img_005684.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005684.jpg,5684,Launching,seg_0009,822:-1972,train,production
img_005744.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005744.jpg,5744,Launching,seg_0010,822:-1972,train,production
img_005804.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005804.jpg,5804,Launching,seg_0010,822:-1972,train,production
img_005864.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005864.jpg,5864,Launching,seg_0010,822:-1972,train,production
img_005924.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005924.jpg,5924,Launching,seg_0010,822:-1972,train,production
img_006044.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006044.jpg,6044,Launching,seg_0010,822:-1972,train,production
img_006104.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006104.jpg,6104,Launching,seg_0010,822:-1972,train,production
img_006164.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006164.jpg,6164,Launching,seg_0010,822:-1972,train,production
img_006224.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006224.jpg,6224,Launching,seg_0010,822:-1972,train,production
img_006284.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006284.jpg,6284,Launching,seg_0010,822:-1972,train,production
img_006344.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006344.jpg,6344,Launching,seg_0011,822:-1972,train,production
img_006464.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006464.jpg,6464,Launching,seg_0012,822:-1973,validation,production
img_006524.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006524.jpg,6524,Launching,seg_0012,822:-1973,validation,production
img_006644.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006644.jpg,6644,Launching,seg_0012,822:-1973,validation,production
img_006704.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006704.jpg,6704,Launching,seg_0012,822:-1973,validation,production
img_006764.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006764.jpg,6764,Launching,seg_0012,822:-1973,validation,production
img_007424.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007424.jpg,7424,Floating,seg_0014,821:-1975,train,production
img_007484.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007484.jpg,7484,Floating,seg_0015,821:-1976,test,production
img_007544.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007544.jpg,7544,Floating,seg_0015,821:-1976,test,production
img_007604.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007604.jpg,7604,Floating,seg_0015,821:-1976,test,production
img_007664.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007664.jpg,7664,Floating,seg_0015,821:-1976,test,production
img_007724.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007724.jpg,7724,Floating,seg_0015,821:-1976,test,production
img_007844.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007844.jpg,7844,Floating,seg_0016,821:-1977,train,production
img_007904.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007904.jpg,7904,Floating,seg_0016,821:-1977,train,production
img_007964.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007964.jpg,7964,Floating,seg_0016,821:-1977,train,production
img_008624.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008624.jpg,8624,Floating,seg_0019,820:-1979,validation,production
img_008684.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008684.jpg,8684,Floating,seg_0019,820:-1979,validation,production
img_008744.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008744.jpg,8744,Floating,seg_0019,820:-1979,validation,production
img_008805.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008805.jpg,8805,Floating,seg_0019,820:-1979,validation,production
img_009166.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009166.jpg,9166,Floating,seg_0021,819:-1981,train,production
img_009226.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009226.jpg,9226,Floating,seg_0022,819:-1981,train,production
img_009287.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009287.jpg,9287,Floating,seg_0022,819:-1981,train,production
img_009347.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009347.jpg,9347,Floating,seg_0022,819:-1981,train,production
img_009407.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009407.jpg,9407,Floating,seg_0022,819:-1982,train,production
img_009529.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009529.jpg,9529,Floating,seg_0022,819:-1982,train,production
img_009589.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009589.jpg,9589,Floating,seg_0022,819:-1982,train,production
img_009650.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009650.jpg,9650,Floating,seg_0022,819:-1983,train,production
img_009770.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009770.jpg,9770,Floating,seg_0022,819:-1983,train,production
img_009832.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009832.jpg,9832,Floating,seg_0023,819:-1983,train,production
img_009892.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009892.jpg,9892,Floating,seg_0023,818:-1984,train,production
img_009952.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009952.jpg,9952,Floating,seg_0023,818:-1984,train,production
img_010014.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010014.jpg,10014,Floating,seg_0023,818:-1984,train,production
img_010074.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010074.jpg,10074,Floating,seg_0023,818:-1984,train,production
img_010134.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010134.jpg,10134,Floating,seg_0023,818:-1984,train,production
img_010256.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010256.jpg,10256,Floating,seg_0024,818:-1985,test,production
img_010316.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010316.jpg,10316,Floating,seg_0024,818:-1985,test,production
img_010378.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010378.jpg,10378,Floating,seg_0024,818:-1985,test,production
img_011043.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011043.jpg,11043,Floating,seg_0028,817:-1988,validation,production
img_011164.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011164.jpg,11164,Floating,seg_0028,817:-1988,validation,production
img_011224.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011224.jpg,11224,Floating,seg_0029,817:-1989,train,production
img_011284.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011284.jpg,11284,Floating,seg_0029,816:-1989,train,production
img_011344.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011344.jpg,11344,Floating,seg_0029,816:-1989,train,production
img_011404.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011404.jpg,11404,Floating,seg_0029,816:-1989,train,production
img_011464.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011464.jpg,11464,Floating,seg_0030,816:-1990,validation,production
img_011585.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011585.jpg,11585,Floating,seg_0030,816:-1990,validation,production
img_011705.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011705.jpg,11705,Floating,seg_0032,816:-1991,train,production
img_011765.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011765.jpg,11765,Floating,seg_0032,816:-1991,train,production
img_011825.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011825.jpg,11825,Floating,seg_0032,816:-1991,train,production
img_011885.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011885.jpg,11885,Floating,seg_0032,816:-1991,train,production
img_011945.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011945.jpg,11945,Floating,seg_0032,816:-1992,train,production
img_012005.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012005.jpg,12005,Floating,seg_0033,815:-1992,validation,production
img_012065.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012065.jpg,12065,Floating,seg_0033,815:-1992,validation,production
img_012125.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012125.jpg,12125,Floating,seg_0033,815:-1992,validation,production
img_012185.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012185.jpg,12185,Floating,seg_0034,815:-1993,train,production
img_014045.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014045.jpg,14045,Floating,seg_0041,815:-1996,test,production
img_014105.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014105.jpg,14105,Floating,seg_0041,815:-1996,test,production
img_014165.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014165.jpg,14165,Floating,seg_0041,815:-1996,test,production
img_014225.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014225.jpg,14225,Floating,seg_0041,815:-1996,test,production
img_014648.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014648.jpg,14648,Floating,seg_0043,816:-1995,train,production
img_014708.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014708.jpg,14708,Floating,seg_0043,816:-1995,train,production
img_014768.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014768.jpg,14768,Floating,seg_0043,816:-1995,train,production
img_014829.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014829.jpg,14829,Floating,seg_0043,816:-1995,train,production
img_014891.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014891.jpg,14891,Floating,seg_0043,816:-1995,train,production
img_014952.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_014952.jpg,14952,Floating,seg_0043,816:-1995,train,production
img_015080.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015080.jpg,15080,Floating,seg_0043,816:-1995,train,production
img_015143.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015143.jpg,15143,Floating,seg_0043,817:-1995,train,production
img_015203.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015203.jpg,15203,Floating,seg_0043,817:-1995,train,production
img_015323.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015323.jpg,15323,Floating,seg_0044,817:-1995,train,production
img_015383.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015383.jpg,15383,Floating,seg_0044,817:-1995,train,production
img_015443.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015443.jpg,15443,Floating,seg_0044,817:-1995,train,production
img_015504.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015504.jpg,15504,Floating,seg_0044,817:-1995,train,production
img_015564.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015564.jpg,15564,Floating,seg_0044,817:-1995,train,production
img_015624.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015624.jpg,15624,Floating,seg_0044,817:-1995,train,production
img_015684.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015684.jpg,15684,Floating,seg_0044,817:-1995,train,production
img_015744.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015744.jpg,15744,Floating,seg_0044,817:-1995,train,production
img_015804.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_015804.jpg,15804,Floating,seg_0044,817:-1995,train,production
img_018347.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018347.jpg,18347,Floating,seg_0049,819:-1994,train,production
img_018407.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018407.jpg,18407,Floating,seg_0049,819:-1994,train,production
img_018467.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018467.jpg,18467,Floating,seg_0049,820:-1995,train,production
img_018528.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018528.jpg,18528,Floating,seg_0049,820:-1995,train,production
img_018588.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018588.jpg,18588,Floating,seg_0049,820:-1995,train,production
img_018648.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018648.jpg,18648,Floating,seg_0049,820:-1995,train,production
img_018708.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018708.jpg,18708,Floating,seg_0049,820:-1995,train,production
img_018768.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018768.jpg,18768,Floating,seg_0049,820:-1995,train,production
img_018828.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018828.jpg,18828,Floating,seg_0049,820:-1995,train,production
img_018888.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_018888.jpg,18888,Floating,seg_0049,820:-1995,train,production
img_019553.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_019553.jpg,19553,Floating,seg_0051,819:-1995,train,production
img_019613.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_019613.jpg,19613,Floating,seg_0051,819:-1996,train,production
img_019693.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_019693.jpg,19693,Floating,seg_0051,819:-1996,train,production
img_019753.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_019753.jpg,19753,Floating,seg_0051,819:-1996,train,production
img_019813.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_019813.jpg,19813,Floating,seg_0051,819:-1996,train,production
img_020000.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_020000.jpg,20000,Floating,seg_0051,819:-1996,train,production
img_020060.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_020060.jpg,20060,Floating,seg_0051,819:-1996,train,production
img_020121.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_020121.jpg,20121,Floating,seg_0051,819:-1996,train,production
img_021408.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021408.jpg,21408,Floating,seg_0054,819:-1997,test,production
img_021501.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021501.jpg,21501,Floating,seg_0055,819:-1998,train,production
img_021622.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021622.jpg,21622,Floating,seg_0055,819:-1998,train,production
img_021682.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021682.jpg,21682,Floating,seg_0055,819:-1998,train,production
img_021742.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021742.jpg,21742,Floating,seg_0055,818:-1998,train,production
img_021812.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021812.jpg,21812,Floating,seg_0055,818:-1998,train,production
img_021872.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021872.jpg,21872,Floating,seg_0055,818:-1998,train,production
img_021938.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021938.jpg,21938,Floating,seg_0055,818:-1998,train,production
img_021998.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_021998.jpg,21998,Floating,seg_0055,818:-1999,train,production
img_022058.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022058.jpg,22058,Floating,seg_0056,818:-1999,train,production
img_022125.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022125.jpg,22125,Floating,seg_0056,818:-1999,train,production
img_022192.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022192.jpg,22192,Floating,seg_0056,818:-1999,train,production
img_022319.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022319.jpg,22319,Floating,seg_0056,818:-1999,train,production
img_022379.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022379.jpg,22379,Floating,seg_0056,818:-2000,train,production
img_022439.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022439.jpg,22439,Floating,seg_0056,818:-2000,train,production
img_022562.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022562.jpg,22562,Floating,seg_0056,818:-2000,train,production
img_022622.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022622.jpg,22622,Floating,seg_0056,818:-2000,train,production
img_022682.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022682.jpg,22682,Floating,seg_0057,817:-2000,validation,production
img_022742.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022742.jpg,22742,Floating,seg_0057,817:-2001,validation,production
img_022806.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022806.jpg,22806,Floating,seg_0057,817:-2001,validation,production
img_022872.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022872.jpg,22872,Floating,seg_0057,817:-2001,validation,production
img_022933.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022933.jpg,22933,Floating,seg_0057,817:-2001,validation,production
img_022993.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_022993.jpg,22993,Floating,seg_0057,817:-2001,validation,production
img_023053.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023053.jpg,23053,Floating,seg_0057,817:-2001,validation,production
img_023190.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023190.jpg,23190,Floating,seg_0057,817:-2002,validation,production
img_023254.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023254.jpg,23254,Floating,seg_0057,817:-2002,validation,production
img_023379.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023379.jpg,23379,Floating,seg_0058,817:-2002,validation,production
img_023439.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023439.jpg,23439,Floating,seg_0058,817:-2002,validation,production
img_023500.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023500.jpg,23500,Floating,seg_0058,817:-2002,validation,production
img_023566.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023566.jpg,23566,Floating,seg_0059,817:-2003,train,production
img_023626.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023626.jpg,23626,Floating,seg_0059,816:-2003,train,production
img_023686.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023686.jpg,23686,Floating,seg_0059,816:-2003,train,production
img_023746.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023746.jpg,23746,Floating,seg_0059,816:-2003,train,production
img_023809.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023809.jpg,23809,Floating,seg_0059,816:-2003,train,production
img_023869.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023869.jpg,23869,Floating,seg_0059,816:-2003,train,production
img_023991.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_023991.jpg,23991,Floating,seg_0060,816:-2004,test,production
img_024054.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_024054.jpg,24054,Floating,seg_0060,816:-2004,test,production
img_024114.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_024114.jpg,24114,Floating,seg_0060,816:-2004,test,production
img_024174.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_024174.jpg,24174,Floating,seg_0060,816:-2004,test,production
img_024235.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_024235.jpg,24235,Floating,seg_0060,816:-2004,test,production
img_024535.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_024535.jpg,24535,Floating,seg_0062,815:-2005,validation,production
img_024595.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_024595.jpg,24595,Floating,seg_0062,815:-2005,validation,production
