image,image_url,phase,elapsed_s,segment_id,split,registration_status,registrar,checker
img_005084.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005084.jpg,Launching,5084,seg_0005,validation,blocked_pending_reference_license,,
img_005144.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005144.jpg,Launching,5144,seg_0006,validation,blocked_pending_reference_license,,
img_005204.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005204.jpg,Launching,5204,seg_0007,train,blocked_pending_reference_license,,
img_005264.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005264.jpg,Launching,5264,seg_0007,train,blocked_pending_reference_license,,
img_005324.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005324.jpg,Launching,5324,seg_0008,validation,blocked_pending_reference_license,,
img_005384.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005384.jpg,Launching,5384,seg_0008,validation,blocked_pending_reference_license,,
img_005444.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005444.jpg,Launching,5444,seg_0008,validation,blocked_pending_reference_license,,
img_005504.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005504.jpg,Launching,5504,seg_0009,train,blocked_pending_reference_license,,
img_005564.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005564.jpg,Launching,5564,seg_0009,train,blocked_pending_reference_license,,
img_005624.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005624.jpg,Launching,5624,seg_0009,train,blocked_pending_reference_license,,
img_005684.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005684.jpg,Launching,5684,seg_0009,train,blocked_pending_reference_license,,
img_005744.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005744.jpg,Launching,5744,seg_0010,train,blocked_pending_reference_license,,
img_005804.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005804.jpg,Launching,5804,seg_0010,train,blocked_pending_reference_license,,
img_005864.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005864.jpg,Launching,5864,seg_0010,train,blocked_pending_reference_license,,
img_005924.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005924.jpg,Launching,5924,seg_0010,train,blocked_pending_reference_license,,
img_005984.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_005984.jpg,Launching,5984,seg_0010,train,blocked_pending_reference_license,,
img_006044.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006044.jpg,Launching,6044,seg_0010,train,blocked_pending_reference_license,,
img_006104.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006104.jpg,Launching,6104,seg_0010,train,blocked_pending_reference_license,,
img_006164.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006164.jpg,Launching,6164,seg_0010,train,blocked_pending_reference_license,,
img_006224.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006224.jpg,Launching,6224,seg_0010,train,blocked_pending_reference_license,,
img_006284.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006284.jpg,Launching,6284,seg_0010,train,blocked_pending_reference_license,,
img_006344.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006344.jpg,Launching,6344,seg_0011,train,blocked_pending_reference_license,,
img_006404.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006404.jpg,Launching,6404,seg_0012,validation,blocked_pending_reference_license,,
img_006464.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006464.jpg,Launching,6464,seg_0012,validation,blocked_pending_reference_license,,
img_006524.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006524.jpg,Launching,6524,seg_0012,validation,blocked_pending_reference_license,,
img_006584.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006584.jpg,Launching,6584,seg_0012,validation,blocked_pending_reference_license,,
img_006644.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006644.jpg,Launching,6644,seg_0012,validation,blocked_pending_reference_license,,
img_006704.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006704.jpg,Launching,6704,seg_0012,validation,blocked_pending_reference_license,,
img_006764.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/launching/img_006764.jpg,Launching,6764,seg_0012,validation,blocked_pending_reference_license,,
img_006824.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_006824.jpg,Floating,6824,seg_0013,train,blocked_pending_reference_license,,
img_006884.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_006884.jpg,Floating,6884,seg_0013,train,blocked_pending_reference_license,,
img_006944.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_006944.jpg,Floating,6944,seg_0013,train,blocked_pending_reference_license,,
img_007004.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007004.jpg,Floating,7004,seg_0013,train,blocked_pending_reference_license,,
img_007064.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007064.jpg,Floating,7064,seg_0013,train,blocked_pending_reference_license,,
img_007124.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007124.jpg,Floating,7124,seg_0013,train,blocked_pending_reference_license,,
img_007184.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007184.jpg,Floating,7184,seg_0013,train,blocked_pending_reference_license,,
img_007244.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007244.jpg,Floating,7244,seg_0013,train,blocked_pending_reference_license,,
img_007304.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007304.jpg,Floating,7304,seg_0013,train,blocked_pending_reference_license,,
img_007364.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007364.jpg,Floating,7364,seg_0013,train,blocked_pending_reference_license,,
img_007424.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007424.jpg,Floating,7424,seg_0014,train,blocked_pending_reference_license,,
img_007484.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007484.jpg,Floating,7484,seg_0015,test,blocked_pending_reference_license,,
img_007544.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007544.jpg,Floating,7544,seg_0015,test,blocked_pending_reference_license,,
img_007604.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007604.jpg,Floating,7604,seg_0015,test,blocked_pending_reference_license,,
img_007664.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007664.jpg,Floating,7664,seg_0015,test,blocked_pending_reference_license,,
img_007724.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007724.jpg,Floating,7724,seg_0015,test,blocked_pending_reference_license,,
img_007784.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007784.jpg,Floating,7784,seg_0015,test,blocked_pending_reference_license,,
img_007844.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007844.jpg,Floating,7844,seg_0016,train,blocked_pending_reference_license,,
img_007904.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007904.jpg,Floating,7904,seg_0016,train,blocked_pending_reference_license,,
img_007964.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_007964.jpg,Floating,7964,seg_0016,train,blocked_pending_reference_license,,
img_008024.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008024.jpg,Floating,8024,seg_0017,train,blocked_pending_reference_license,,
img_008084.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008084.jpg,Floating,8084,seg_0017,train,blocked_pending_reference_license,,
img_008144.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008144.jpg,Floating,8144,seg_0017,train,blocked_pending_reference_license,,
img_008204.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008204.jpg,Floating,8204,seg_0018,validation,blocked_pending_reference_license,,
img_008264.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008264.jpg,Floating,8264,seg_0018,validation,blocked_pending_reference_license,,
img_008324.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008324.jpg,Floating,8324,seg_0018,validation,blocked_pending_reference_license,,
img_008384.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008384.jpg,Floating,8384,seg_0018,validation,blocked_pending_reference_license,,
img_008444.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008444.jpg,Floating,8444,seg_0018,validation,blocked_pending_reference_license,,
img_008504.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008504.jpg,Floating,8504,seg_0018,validation,blocked_pending_reference_license,,
img_008564.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008564.jpg,Floating,8564,seg_0018,validation,blocked_pending_reference_license,,
img_008624.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008624.jpg,Floating,8624,seg_0019,validation,blocked_pending_reference_license,,
img_008684.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008684.jpg,Floating,8684,seg_0019,validation,blocked_pending_reference_license,,
img_008744.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008744.jpg,Floating,8744,seg_0019,validation,blocked_pending_reference_license,,
img_008805.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008805.jpg,Floating,8805,seg_0019,validation,blocked_pending_reference_license,,
img_008865.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008865.jpg,Floating,8865,seg_0020,test,blocked_pending_reference_license,,
img_008925.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008925.jpg,Floating,8925,seg_0020,test,blocked_pending_reference_license,,
img_008986.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_008986.jpg,Floating,8986,seg_0020,test,blocked_pending_reference_license,,
img_009046.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009046.jpg,Floating,9046,seg_0020,test,blocked_pending_reference_license,,
img_009106.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009106.jpg,Floating,9106,seg_0020,test,blocked_pending_reference_license,,
img_009166.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009166.jpg,Floating,9166,seg_0021,train,blocked_pending_reference_license,,
img_009226.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009226.jpg,Floating,9226,seg_0022,train,blocked_pending_reference_license,,
img_009287.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009287.jpg,Floating,9287,seg_0022,train,blocked_pending_reference_license,,
img_009347.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009347.jpg,Floating,9347,seg_0022,train,blocked_pending_reference_license,,
img_009407.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009407.jpg,Floating,9407,seg_0022,train,blocked_pending_reference_license,,
img_009469.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009469.jpg,Floating,9469,seg_0022,train,blocked_pending_reference_license,,
img_009529.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009529.jpg,Floating,9529,seg_0022,train,blocked_pending_reference_license,,
img_009589.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009589.jpg,Floating,9589,seg_0022,train,blocked_pending_reference_license,,
img_009650.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009650.jpg,Floating,9650,seg_0022,train,blocked_pending_reference_license,,
img_009710.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009710.jpg,Floating,9710,seg_0022,train,blocked_pending_reference_license,,
img_009770.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009770.jpg,Floating,9770,seg_0022,train,blocked_pending_reference_license,,
img_009832.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009832.jpg,Floating,9832,seg_0023,train,blocked_pending_reference_license,,
img_009892.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009892.jpg,Floating,9892,seg_0023,train,blocked_pending_reference_license,,
img_009952.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_009952.jpg,Floating,9952,seg_0023,train,blocked_pending_reference_license,,
img_010014.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010014.jpg,Floating,10014,seg_0023,train,blocked_pending_reference_license,,
img_010074.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010074.jpg,Floating,10074,seg_0023,train,blocked_pending_reference_license,,
img_010134.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010134.jpg,Floating,10134,seg_0023,train,blocked_pending_reference_license,,
img_010196.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010196.jpg,Floating,10196,seg_0024,test,blocked_pending_reference_license,,
img_010256.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010256.jpg,Floating,10256,seg_0024,test,blocked_pending_reference_license,,
img_010316.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010316.jpg,Floating,10316,seg_0024,test,blocked_pending_reference_license,,
img_010378.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010378.jpg,Floating,10378,seg_0024,test,blocked_pending_reference_license,,
img_010438.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010438.jpg,Floating,10438,seg_0025,train,blocked_pending_reference_license,,
img_010498.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010498.jpg,Floating,10498,seg_0025,train,blocked_pending_reference_license,,
img_010560.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010560.jpg,Floating,10560,seg_0025,train,blocked_pending_reference_license,,
img_010620.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010620.jpg,Floating,10620,seg_0025,train,blocked_pending_reference_license,,
img_010680.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010680.jpg,Floating,10680,seg_0025,train,blocked_pending_reference_license,,
img_010741.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010741.jpg,Floating,10741,seg_0026,test,blocked_pending_reference_license,,
img_010801.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010801.jpg,Floating,10801,seg_0026,test,blocked_pending_reference_license,,
img_010861.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010861.jpg,Floating,10861,seg_0026,test,blocked_pending_reference_license,,
img_010923.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010923.jpg,Floating,10923,seg_0026,test,blocked_pending_reference_license,,
img_010983.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_010983.jpg,Floating,10983,seg_0027,validation,blocked_pending_reference_license,,
img_011043.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011043.jpg,Floating,11043,seg_0028,validation,blocked_pending_reference_license,,
img_011104.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011104.jpg,Floating,11104,seg_0028,validation,blocked_pending_reference_license,,
img_011164.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011164.jpg,Floating,11164,seg_0028,validation,blocked_pending_reference_license,,
img_011224.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011224.jpg,Floating,11224,seg_0029,train,blocked_pending_reference_license,,
img_011284.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011284.jpg,Floating,11284,seg_0029,train,blocked_pending_reference_license,,
img_011344.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011344.jpg,Floating,11344,seg_0029,train,blocked_pending_reference_license,,
img_011404.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011404.jpg,Floating,11404,seg_0029,train,blocked_pending_reference_license,,
img_011464.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011464.jpg,Floating,11464,seg_0030,validation,blocked_pending_reference_license,,
img_011524.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011524.jpg,Floating,11524,seg_0030,validation,blocked_pending_reference_license,,
img_011585.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011585.jpg,Floating,11585,seg_0030,validation,blocked_pending_reference_license,,
img_011645.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011645.jpg,Floating,11645,seg_0031,validation,blocked_pending_reference_license,,
img_011705.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011705.jpg,Floating,11705,seg_0032,train,blocked_pending_reference_license,,
img_011765.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011765.jpg,Floating,11765,seg_0032,train,blocked_pending_reference_license,,
img_011825.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011825.jpg,Floating,11825,seg_0032,train,blocked_pending_reference_license,,
img_011885.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011885.jpg,Floating,11885,seg_0032,train,blocked_pending_reference_license,,
img_011945.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_011945.jpg,Floating,11945,seg_0032,train,blocked_pending_reference_license,,
img_012005.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012005.jpg,Floating,12005,seg_0033,validation,blocked_pending_reference_license,,
img_012065.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012065.jpg,Floating,12065,seg_0033,validation,blocked_pending_reference_license,,
img_012125.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012125.jpg,Floating,12125,seg_0033,validation,blocked_pending_reference_license,,
img_012185.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012185.jpg,Floating,12185,seg_0034,train,blocked_pending_reference_license,,
img_012245.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012245.jpg,Floating,12245,seg_0035,train,blocked_pending_reference_license,,
img_012305.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012305.jpg,Floating,12305,seg_0035,train,blocked_pending_reference_license,,
img_012365.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012365.jpg,Floating,12365,seg_0035,train,blocked_pending_reference_license,,
img_012425.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012425.jpg,Floating,12425,seg_0035,train,blocked_pending_reference_license,,
img_012485.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames/floating/img_012485.jpg,Floating,12485,seg_0035,train,blocked_pending_reference_license,,
